learner_id,session_id,prompt_count,verification_rate,revision_rate,reflection_rate,answer_adoption_rate,median_latency_s,intent_diversity,agency_index
L013,L013-S02,6,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.16666666666666666,48.90860295585415,4,0.7416666666666667
L013,L013-S03,4,0.25,0.25,0.0,0.75,22.63530956577437,4,0.1875
L014,L014-S00,6,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,57.519969421905046,4,0.32499999999999996
L014,L014-S01,5,0.4,0.2,0.4,0.6,18.38387288943843,2,0.35000000000000003
L014,L014-S02,5,0.4,0.4,0.4,0.4,37.4525377219392,4,0.44
L014,L014-S03,4,0.5,1.0,0.5,0.25,30.865062684288034,3,0.675
L015,L015-S00,3,0.3333333333333333,0.3333333333333333,0.0,1.0,8.28247014131969,3,0.18333333333333332
L015,L015-S01,4,0.25,0.25,0.25,0.5,88.5212858933312,4,0.30000000000000004
L015,L015-S02,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,48.77869042153656,3,0.5833333333333333
L015,L015-S03,6,0.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,21.22668687303514,3,0.33333333333333337
L016,L016-S00,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,70.43589513311173,2,0.5666666666666667
L016,L016-S01,5,0.8,0.8,0.4,0.8,27.158437337931712,3,0.5800000000000001
L016,L016-S02,7,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.5714285714285714,27.244254699790204,4,0.39999999999999997
L016,L016-S03,4,0.5,0.75,0.5,0.75,24.683671111111785,4,0.5125000000000001
L017,L017-S00,7,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.5714285714285714,31.73812360292719,5,0.37857142857142856
L017,L017-S01,4,0.25,0.75,0.5,1.0,24.819962405810273,2,0.3875
L017,L017-S02,7,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.42857142857142855,16.39905453768863,3,0.4285714285714285
L017,L017-S03,4,1.0,0.0,0.25,0.75,25.86983650771902,3,0.4125
L018,L018-S00,7,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.5714285714285714,41.59160039046382,4,0.2785714285714286
L018,L018-S01,4,0.0,0.5,0.25,0.5,41.80494070119184,3,0.2875
L018,L018-S02,4,0.5,0.5,0.25,0.5,37.06396762500382,3,0.4375
L018,L018-S03,3,0.3333333333333333,0.0,0.0,0.3333333333333333,28.957102751614677,2,0.23333333333333334
L019,L019-S00,4,0.75,1.0,0.5,0.5,37.4682244069774,3,0.7
L019,L019-S01,5,0.6,0.8,0.8,0.0,29.805889093020408,2,0.78
L019,L019-S02,4,0.75,0.75,0.75,0.25,10.946958680747343,3,0.75
L019,L019-S03,4,0.5,0.5,0.5,0.5,28.09133678449967,2,0.5
L020,L020-S00,7,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5714285714285714,48.96061403222358,5,0.35000000000000003
L020,L020-S01,4,1.0,1.0,0.0,0.75,28.654129424285053,2,0.6000000000000001
L020,L020-S02,5,0.2,0.2,0.6,0.6,22.235827307057306,3,0.34
L020,L020-S03,6,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,24.248490770560295,4,0.31666666666666665
L021,L021-S00,4,1.0,0.5,0.75,0.25,35.94471569347436,3,0.7625000000000001
L021,L021-S01,4,0.5,0.5,0.5,0.5,19.404811899425937,3,0.5
L021,L021-S02,3,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,26.153742789810774,3,0.6833333333333333
L021,L021-S03,7,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.5714285714285714,40.586869184269204,3,0.36428571428571427
L022,L022-S00,4,0.75,1.0,0.5,0.0,35.169529514080665,3,0.8
L022,L022-S01,5,0.6,0.4,0.2,0.4,50.4861649399327,4,0.45
L022,L022-S02,3,0.6666666666666666,1.0,0.3333333333333333,0.0,40.73713152822734,3,0.7333333333333334
L022,L022-S03,4,0.5,0.5,0.25,0.5,20.06936722602441,2,0.4375
L023,L023-S00,6,0.5,0.5,0.5,0.3333333333333333,25.286244765167872,4,0.5333333333333334
L023,L023-S01,5,0.8,0.2,0.4,0.6,46.717294654812086,3,0.47000000000000003
L023,L023-S02,5,0.4,1.0,0.2,0.8,46.810810305928015,3,0.45999999999999996
L023,L023-S03,4,0.75,0.25,0.25,0.5,23.326130334405818,3,0.44999999999999996
